item_name,category_name,item_price_in_php,stocks,total_capacity_gb,modules,ddr_gen,mhz,cl,voltage
"8gb ddr4 2666 Kingston Fury Beast, CL16 1.2v, pn: KF426C16BB/8",Ram,1399.0,9,8,"1,8",4,2666,16,1.2
"8gb ddr4 3200 Kingston Fury Beast, CL16 1.35v, pn: KF432C16BB/8",Ram,1499.0,19,8,"1,8",4,3200,16,1.35
"8gb ddr4 3200 Kingston Fury Beast RGB, CL16 1.35v, pn: KF432C16BBA/8 | KF432C16BB2A/8",Ram,1899.0,5,8,"1,8",4,3200,16,1.35
"8gb ddr4 3200 G.Skill Ripjaws V black, CL16 1.35v, pn: F4-3200C16S-8GVKB",Ram,1299.0,3,8,"1,8",4,3200,16,1.35
"8gb ddr4 3600 Kingston Fury Beast RGB, CL17 1.35v, pn: KF436C17BBA/8 | KF436C17BB2A/8",Ram,1999.0,26,8,"1,8",4,3600,17,1.35
"16gb ddr4 2666 Kingston Fury Beast, CL16 1.2v, pn: KF426C16BB1/16 | KF426C16BB/16",Ram,2380.0,4,16,"1,16",4,2666,16,1.2
"16gb ddr4 3200 Kingston Fury Beast, CL16 1.35v, pn: KF432C16BB/16 | KF432C16BB1/16",Ram,2599.0,8,16,"1,16",4,3200,16,1.35
"16gb ddr4 3600 Kingston Fury Beast, CL18 1.35v, pn: KF436C18BB/16",Ram,2950.0,18,16,"1,16",4,3600,18,1.35
"16gb ddr4 3600 Kingston Fury Beast RGB, CL18 1.35v, pn: KF436C18BB2A/16",Ram,3399.0,7,16,"1,16",4,3600,18,1.35
"16gb ddr4 3600 Patriot Viper Steel, CL18 1.35v, pn: PVS416G360C8",Ram,1880.0,0,16,"1,16",4,3600,18,1.35
"16gb (dual) ddr4 3200 Kingston Fury Beast RGB, CL16 1.35v, pn: KF432C16BBAK2/16 | KF432C16BB2AK2/16",Ram,3099.0,11,16,"2,8",4,3200,16,1.35
"16gb (dual) ddr4 3600 Tforce Delta RGB black, CL18 1.35v, pn: TF3D416G3600HC18JDC01",Ram,3599.0,14,16,"2,8",4,3600,18,1.35
"16gb (dual) ddr4 3600 Tforce Delta RGB white, CL18 1.35v, pn: TF4D416G3600HC18JDC01",Ram,3599.0,9,16,"2,8",4,3600,18,1.35
"16gb (dual) ddr4 3600 Kingston Fury Beast RGB, CL17 1.35v, pn: KF436C17BBAK2/16 | KF436C17BB2AK2/16",Ram,3699.0,6,16,"2,8",4,3600,17,1.35
"16gb (dual) ddr4 3600 Kingston Fury Beast, CL17 1.35v, pn: KF436C17BBK2/16",Ram,2950.0,1,16,"2,8",4,3600,17,1.35
"16gb (dual) ddr4 3600 G.Skill Ripjaws V black, CL16 1.35v, pn: F4-3600C16D-16GVKC",Ram,3199.0,5,16,"2,8",4,3600,16,1.35
"16gb (dual) ddr4 3600 G.Skill Ripjaws V black, CL18 1.35v, pn: F4-3600C18D-16GVK",Ram,2725.0,25,16,"2,8",4,3600,18,1.35
"16gb (dual) ddr4 3600 G.Skill Trident Z RGB black, CL18 1.35v, pn: F4-3600C18D-16GTZRX",Ram,3880.0,0,16,"2,8",4,3600,18,1.35
"16gb (dual) ddr4 3600 G.Skill Trident Z Neo, CL18 1.35v, pn: F4-3600C18D-16GTZN",Ram,3480.0,0,16,"2,8",4,3600,18,1.35
"16gb (dual) ddr4 3600 G.Skill Trident Z Neo, CL16 1.35v, pn: F4-3600C16D-16GTZNC",Ram,4480.0,0,16,"2,8",4,3600,16,1.35
"32gb (dual) ddr4 3600 Tforce Delta RGB black, CL18 1.35v, pn: TF3D432G3600HC18JDC01",Ram,5499.0,7,32,"2,16",4,3600,18,1.35
"32gb (dual) ddr4 3600 Tforce Delta RGB white, CL18 1.35v, pn: TF4D432G3600HC18JDC01",Ram,5499.0,3,32,"2,16",4,3600,18,1.35
"32gb (dual) ddr4 3600 Kingston Fury Beast RGB, CL18 1.35v, pn: KF436C18BBAK2/32 | KF436C18BB2AK2/32",Ram,5399.0,0,32,"2,16",4,3600,18,1.35
"32gb (dual) ddr4 3600 G.Skill Ripjaws V black, CL16 1.35v, pn: F4-3600C16D-32GVKC",Ram,5599.0,8,32,"2,16",4,3600,16,1.35
"32gb (dual) ddr4 3600 G.Skill Trident Z Royal silver, CL18 1.35v, pn: F4-3600C18D-32GTRS",Ram,7399.0,0,32,"2,16",4,3600,18,1.35
"64gb (dual) ddr4 3600 Kingston Fury Beast RGB, CL18 1.35v, pn: KF436C18BBAK2/64 | KF436C18BB2AK2/64",Ram,8999.0,10,64,"2,32",4,3600,18,1.35
"64gb (dual) ddr4 3600 Patriot Viper Steel, CL18 1.35v, pn: PVS464G360C8K",Ram,8099.0,11,64,"2,32",4,3600,18,1.35
"16gb ddr5 5200 Patriot Venom, CL36 1.2v, pn: PVV516G52C36",Ram,2499.0,0,16,"1,16",5,5200,36,1.2
"16gb ddr5 5200 Patriot Venom RGB, CL36 1.2v, pn: PVVR516G52C36",Ram,2880.0,0,16,"1,16",5,5200,36,1.2
"16gb ddr5 5600 Kingston Fury Beast black, CL36 1.25v, pn: KF556C36BBE-16",Ram,3899.0,2,16,"1,16",5,5600,36,1.25
"16gb ddr5 5600 Kingston Fury Beast RGB black, CL36 1.25v, pn: KF556C36BBEA-16",Ram,4199.0,29,16,"1,16",5,5600,36,1.25
"16gb ddr5 5600 Patriot Venom, CL36 1.25v, pn: PVV516G56C36",Ram,2680.0,0,16,"1,16",5,5600,36,1.25
"16gb ddr5 5600 Patriot Venom RGB, CL36 1.25v, pn: PVVR516G56C36",Ram,3199.0,0,16,"1,16",5,5600,36,1.25
"16gb ddr5 5600 Transcend CL46, pn: JM5600ALE-16G",Ram,3199.0,2,16,"1,16",5,5600,46,
"16gb ddr5 6000 Kingston Fury Beast white, CL40 1.35v, pn: KF560C40BW-16",Ram,4380.0,17,16,"1,16",5,6000,40,1.35
"16gb ddr5 6000 Kingston Fury Beast RGB white, CL40 1.35v, pn: KF560C40BWA-16",Ram,4380.0,2,16,"1,16",5,6000,40,1.35
"16gb ddr5 6000 Kingston Fury Renegade RGB white, CL32 1.35v, pn: KF560C32RWA-16",Ram,4480.0,7,16,"1,16",5,6000,32,1.35
"16gb ddr5 6000 Patriot Venom, CL30 1.35v, pn: PVV516G60C30",Ram,2899.0,0,16,"1,16",5,6000,30,1.35
"16gb ddr5 6000 Patriot Venom RGB, CL30 1.35v, pn: PVVR516G60C30",Ram,3499.0,0,16,"1,16",5,6000,30,1.35
"16gb ddr5 6000 Tforce Delta RGB black, CL38 1.25v, pn: FF3D516G6000HC38A01",Ram,3799.0,3,16,"1,16",5,6000,38,1.25
"16gb ddr5 6000 Tforce Delta RGB white, CL38 1.25v, pn: FF4D516G6000HC38A01",Ram,3799.0,2,16,"1,16",5,6000,38,1.25
"32gb ddr5 5200 Patriot Venom, CL36 1.2v, pn: PVV532G52C36",Ram,4699.0,0,32,"1,32",5,5200,36,1.2
"32gb ddr5 5200 Patriot Venom RGB, CL36 1.2v, pn: PVVR532G52C36",Ram,5199.0,0,32,"1,32",5,5200,36,1.2
"32gb ddr5 5600 Patriot Venom, CL36 1.25v, pn: PVV532G56C36",Ram,5199.0,0,32,"1,32",5,5600,36,1.25
"32gb ddr5 5600 Patriot Venom RGB, CL36 1.25v, pn: PVVR532G56C36",Ram,5599.0,0,32,"1,32",5,5600,36,1.25
"32gb ddr5 6000 Kingston Fury Beast white, CL40 1.35v, pn: KF560C40BW-32",Ram,6699.0,5,32,"1,32",5,6000,40,1.35
"32gb ddr5 6000 Kingston Fury Beast RGB white, CL40 1.35v, pn: KF560C40BWA-32",Ram,7199.0,6,32,"1,32",5,6000,40,1.35
"32gb ddr5 6000 Patriot Venom, CL30 1.35v, pn: PVV532G60C30",Ram,5599.0,0,32,"1,32",5,6000,30,1.35
"32gb ddr5 6000 Patriot Venom RGB, CL30 1.35v, pn: PVVR532G60C30",Ram,6299.0,0,32,"1,32",5,6000,30,1.35
"16gb (dual) ddr5 5200 Kingston Fury Beast, CL40 1.25v, pn: KF552C40BBK2-16",Ram,3880.0,11,16,"2,8",5,5200,40,1.25
"16gb (dual) ddr5 5600 Patriot Venom, CL40 1.25v, pn: PVV516G560C40K",Ram,3799.0,5,16,"2,8",5,5600,40,1.25
"16gb (dual) ddr5 6000 Kingston Fury Beast, CL40 1.35v, pn: KF560C40BBK2-16",Ram,4280.0,0,16,"2,8",5,6000,40,1.35
"16gb (dual) ddr5 6000 Kingston Fury Beast RGB, CL40 1.35v, pn: KF560C40BBAK2/16",Ram,5399.0,2,16,"2,8",5,6000,40,1.35
"32gb (dual) ddr5 5200 Corsair Dominator Platinum black, CL40 1.25v, pn: CMT32GX5M2B5200C40",Ram,7899.0,1,32,"2,16",5,5200,40,1.25
"32gb (dual) ddr5 5200 Corsair Dominator Platinum white, CL40 1.25v, pn: CMT32GX5M2B5200C40W",Ram,7899.0,0,32,"2,16",5,5200,40,1.25
"32gb (dual) ddr5 5600 Kingston Fury Beast, CL36 1.25v, pn: KF556C36BBEK2-32",Ram,6699.0,0,32,"2,16",5,5600,36,1.25
"32gb (dual) ddr5 5600 Kingston Fury Beast RGB, CL36 1.25v, pn: KF556C36BBEAK2-32",Ram,6999.0,0,32,"2,16",5,5600,36,1.25
"32gb (dual) ddr5 5600 Patriot Venom, CL36 1.25v, pn: PVV532G560C36K",Ram,5350.0,5,32,"2,16",5,5600,36,1.25
"32gb (dual) ddr5 5600 G.Skill Trident Z5 RGB silver, CL36 1.2v, pn: F5-5600J3636C16GX2-TZ5RS",Ram,8280.0,2,32,"2,16",5,5600,36,1.2
"32gb (dual) ddr5 5600 G.Skill Ripjaws S5 black, CL36 1.2v, pn: F5-5600J3636C16GX2-RS5K",Ram,7399.0,0,32,"2,16",5,5600,36,1.2
"32gb (dual) ddr5 5600 G.Skill Ripjaws S5 white, CL36 1.2v, pn: F5-5600J3636C16GX2-RS5W",Ram,7399.0,0,32,"2,16",5,5600,36,1.2
"32gb (dual) ddr5 5600 G.Skill Ripjaws S5 black, CL46 1.1v, pn: F5-5600J4645A16GX2-RS5K",Ram,6280.0,0,32,"2,16",5,5600,46,1.1
"32gb (dual) ddr5 5600 G.Skill Ripjaws S5 white, CL46 1.1v, pn: F5-5600J4645A16GX2-RS5W",Ram,6280.0,0,32,"2,16",5,5600,46,1.1
"32gb (dual) ddr5 5600 Corsair Dominator Platinum white, CL36 1.25v, pn: CMT32GX5M2B5600C36W",Ram,9999.0,1,32,"2,16",5,5600,36,1.25
"32gb (dual) ddr5 6000 Kingston Fury Beast, CL36 1.35v, AMD EXPO, pn: KF560C36BBEK2-32 | KF560C36BBE2K2-32",Ram,7799.0,4,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 Kingston Fury Beast, CL40 1.25v, pn: KF560C40BBK2-32",Ram,7799.0,2,32,"2,16",5,6000,40,1.25
"32gb (dual) ddr5 6000 Patriot Elite 5 TUF White, CL36 1.35v, pn: PVER532G60C36KT",Ram,7799.0,2,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 Patriot Venom, CL36 1.35v, pn: PVV532G600C36K",Ram,5799.0,5,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 Tforce Delta RGB white, CL30 1.35v, pn: FF4D532G6000HC30DC01",Ram,8099.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 Tforce Delta RGB black, CL38 1.25v, pn: FF3D532G6000HC38ADC01",Ram,7850.0,6,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 6000 Tforce Delta RGB white, CL38 1.25v, pn: FF4D532G6000HC38ADC01",Ram,7850.0,0,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 6000 G.Skill Flare X5 black, CL36 1.25v, pn: F5-6000J3648D16GX2-FX5",Ram,6399.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Flare X5 black, CL32 1.35v, pn: F5-6000J3238F16GX2-FX5",Ram,7150.0,2,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 Neo RGB black, CL36 1.25v, AMD EXPO, pn: F5-6000J3648D16GX2-RM5NRK",Ram,6999.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 Neo RGB white, CL36 1.25v, AMD EXPO, pn: F5-6000J3648D16GX2-RM5NRW",Ram,6999.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB black, CL32 1.35v, pn: F5-6000J3238F16GX2-RM5RK",Ram,7699.0,4,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB white, CL32 1.35v, pn: F5-6000J3238F16GX2-RM5RW",Ram,7699.0,4,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL36 1.35v, pn: F5-6000J3636F16GX2-TZ5NR",Ram,8650.0,0,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL32 1.35v, pn: F5-6000J3238F16GX2-TZ5NR",Ram,8525.0,5,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL30 1.35v, pn: F5-6000J3038F16GX2-TZ5NR",Ram,8650.0,10,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB white, CL30 1.35v, pn: F5-6000J3036F16GX2-TZ5NRW",Ram,9150.0,4,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL36 1.35v, pn: F5-6000J3636F16GX2-TZ5RK",Ram,8525.0,0,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB silver, CL36 1.35v, pn: F5-6000J3636F16GX2-TZ5RS",Ram,8525.0,0,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL36 1.35v, pn: F5-6000J3636F16GX2-TZ5RW",Ram,8525.0,1,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL32 1.35v, pn: F5-6000J3238F16GX2-TZ5RK",Ram,7999.0,4,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL32 1.35v, pn: F5-6000J3238F16GX2-TZ5RW",Ram,7999.0,3,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws S5 black, CL32 1.35v, pn: F5-6000J3238F16GX2-RS5K",Ram,7150.0,0,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws S5 white, CL32 1.35v, pn: F5-6000J3238F16GX2-RS5W",Ram,7150.0,0,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws S5 black, CL36 1.25v, pn: F5-6000J3648D16GX2-RS5K",Ram,6299.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Ripjaws S5 white, CL36 1.25v, pn: F5-6000J3648D16GX2-RS5W",Ram,6299.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 Corsair Dominator Platinum black, CL36 1.25v, pn: CMT32GX5M2X6000C36",Ram,9999.0,1,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 Corsair Dominator Platinum black, CL36 1.35v, pn: CMT32GX5M2E6000C36",Ram,9699.0,2,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 Corsair Dominator Platinum black, CL36 1.35v, AMD EXPO, pn: CMT32GX5M2D6000Z36",Ram,10599.0,2,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 Corsair Dominator Titanium black, CL30 1.4v, pn: CMP32GX5M2B6000C30",Ram,10999.0,2,32,"2,16",5,6000,30,1.4
"32gb (dual) ddr5 6000 Corsair Dominator Titanium white, CL30 1.4v, pn: CMP32GX5M2B6000C30W",Ram,10999.0,0,32,"2,16",5,6000,30,1.4
"32gb (dual) ddr5 6200 Patriot Elite 5 White, CL42 1.35v, pn: PVER532G62C42KW",Ram,7750.0,2,32,"2,16",5,6200,42,1.35
"32gb (dual) ddr5 6200 Patriot Venom, CL40 1.35v, pn: PVV532G620C40K",Ram,6299.0,0,32,"2,16",5,6200,40,1.35
"32gb (dual) ddr5 6000 Patriot Venom RGB, CL36 1.35v, pn: PVVR532G600C36K",Ram,6550.0,3,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6200 Corsair Dominator Platinum black, CL36 1.30v, pn: CMT32GX5M2X6200C36",Ram,9899.0,2,32,"2,16",5,6200,36,1.3
"32gb (dual) ddr5 6200 Patriot Venom RGB, CL40 1.35v, pn: PVVR532G620C40K",Ram,7999.0,2,32,"2,16",5,6200,40,1.35
"32gb (dual) ddr5 6400 Tforce Delta RGB black, CL40 1.35v, pn: FF3D532G6400HC32ADC01",Ram,7799.0,4,32,"2,16",5,6400,40,1.35
"32gb (dual) ddr5 6400 Tforce Delta RGB white, CL40 1.35v, pn: FF4D532G6400HC32ADC01",Ram,7799.0,5,32,"2,16",5,6400,40,1.35
"32gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB black, CL32 1.4v, pn: F5-6400J3239G16GX2-RM5RK",Ram,7150.0,3,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB white, CL32 1.4v, pn: F5-6400J3239G16GX2-RM5RW",Ram,7150.0,3,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Neo RGB black, CL32 1.4v, pn: F5-6400J3239G16GX2-TZ5NR",Ram,8999.0,5,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Neo RGB white CL32 1.4v, pn: F5-6400J3239G16GX2-TZ5NRW",Ram,8999.0,2,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB black, CL32 1.4v, pn: F5-6400J3239G16GX2-TZ5RK",Ram,8299.0,4,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB white, CL32 1.4v, pn: F5-6400J3239G16GX2-TZ5RW",Ram,8299.0,2,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Royal RGB silver, CL32 1.4v, pn: F5-6400J3239G16GX2-TR5S",Ram,9399.0,4,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 Corsair Dominator Platinum black, CL32 1.4v, pn: CMT32GX5M2B6400C32",Ram,11500.0,2,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6600 Patriot Elite 5 White, CL36 1.4v, pn: PVER532G66C36KW",Ram,8225.0,2,32,"2,16",5,6600,36,1.4
"32gb (dual) ddr5 6600 Patriot Elite 5 TUF White, CL34 1.4v, pn: PVER532G66C34KT",Ram,8550.0,2,32,"2,16",5,6600,34,1.4
"32gb (dual) ddr5 6600 Corsair Dominator Titanium black, CL32 1.4v, pn: CMP32GX5M2X6600C32",Ram,11999.0,4,32,"2,16",5,6600,32,1.4
"32gb (dual) ddr5 6600 Corsair Dominator Titanium white, CL32 1.4v, pn: CMP32GX5M2X6600C32W",Ram,11999.0,1,32,"2,16",5,6600,32,1.4
"32gb (dual) ddr5 7200 Corsair Dominator Titanium black, CL34 1.45v, pn: CMP32GX5M2X7200C34",Ram,13450.0,2,32,"2,16",5,7200,34,1.45
"32gb (dual) ddr5 7600 Patriot Xtreme 5 RGB, CL36 1.45v, pn: PVXR532G76C36K",Ram,9799.0,1,32,"2,16",5,7600,36,1.45
"32gb (dual) ddr5 7800 Patriot Xtreme 5 RGB, CL38 1.45v, pn: PVXR532G78C38K",Ram,10999.0,2,32,"2,16",5,7800,38,1.45
"32gb (dual) ddr5 8000 Patriot Xtreme 5 RGB, CL38 1.45v, pn: PVXR532G80C38K",Ram,12725.0,1,32,"2,16",5,8000,38,1.45
"48gb (dual) ddr5 6000 Patriot Elite 5 White, CL42 1.35v, pn: PVER548G60C42KW",Ram,10350.0,2,48,"2,24",5,6000,42,1.35
"48gb (dual) ddr5 6000 Patriot Elite 5 TUF White, CL36 1.35v, pn: PVER548G60C36KT",Ram,9980.0,2,48,"2,24",5,6000,36,1.35
"48gb (dual) ddr5 6600 Patriot Elite 5 TUF White, CL34 1.4v, pn: PVER548G66C34KT",Ram,11799.0,2,48,"2,24",5,6600,34,1.4
"48gb (dual) ddr5 7600 Patriot Xtreme 5 RGB, CL36 1.45v, pn: PVXR548G76C36K",Ram,13999.0,1,48,"2,24",5,7600,36,1.45
"48gb (dual) ddr5 8000 Patriot Xtreme 5 RGB, CL38 1.45v, pn: PVXR548G80C38K",Ram,15999.0,2,48,"2,24",5,8000,38,1.45
"64gb (dual) ddr5 5600 Kingston Fury Beast, CL40 1.25v, pn: KF556C40BBK2-64",Ram,12999.0,3,64,"2,32",5,5600,40,1.25
"64gb (dual) ddr5 5600 Kingston Fury Beast RGB, CL40 1.25v, pn: KF556C40BBAK2-64",Ram,13899.0,2,64,"2,32",5,5600,40,1.25
"64gb (dual) ddr5 5600 G.Skill Trident Z5 RGB black, CL36 1.25v, pn: F5-5600J3636D32GX2-TZ5RK",Ram,14399.0,3,64,"2,32",5,5600,36,1.25
"64gb (dual) ddr5 5600 G.Skill Ripjaws S5 black, CL46 1.1v, pn: F5-5600J4645A32GX2-RS5K",Ram,11499.0,0,64,"2,32",5,5600,46,1.1
"64gb (dual) ddr5 5600 G.Skill Ripjaws S5 white, CL46 1.1v, pn: F5-5600J4645A32GX2-RS5W",Ram,11499.0,0,64,"2,32",5,5600,46,1.1
"64gb (dual) ddr5 6000 Kingston Fury Renegade RGB white, CL32 1.35v, pn: KF560C32RWAK2-64",Ram,14299.0,3,64,"2,32",5,6000,32,1.35
"64gb (dual) ddr5 6000 Patriot Venom, CL36 1.35v, pn: PVV564G600C36K",Ram,11750.0,3,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 Tforce Delta RGB black, CL38 1.25v, pn: FF3D564G6000HC38ADC01",Ram,13999.0,2,64,"2,32",5,6000,38,1.25
"64gb (dual) ddr5 6000 Tforce Delta RGB white, CL38 1.25v, pn: FF4D564G6000HC38ADC01",Ram,13999.0,2,64,"2,32",5,6000,38,1.25
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB black, CL32 1.4v, pn: F5-6000J3238G32GX2-RM5RK",Ram,14650.0,3,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB white, CL32 1.4v, pn: F5-6000J3238G32GX2-RM5RW",Ram,14650.0,1,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL32 1.4v, pn: F5-6000J3238G32GX2-TZ5NR",Ram,15150.0,2,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL30 1.4v, pn: F5-6000J3040G32GX2-TZ5NR",Ram,15280.0,3,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB white, CL30 1.4v, pn: F5-6000J3036G32GX2-TZ5NRW",Ram,16280.0,1,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL36 1.35v, pn: F5-6000J3636F32GX2-TZ5RW",Ram,14399.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL32 1.4v, pn: F5-6000J3238G32GX2-TZ5RK",Ram,15399.0,2,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL30 1.4v, pn: F5-6000J3040G32GX2-TZ5RW",Ram,15150.0,0,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 Corsair Dominator Platinum black, CL40 1.35v, pn: CMT64GX5M2B6000C40",Ram,15699.0,0,64,"2,32",5,6000,40,1.35
"64gb (dual) ddr5 6200 Patriot Elite 5 White, CL42 1.35v, pn: PVER564G62C42KW",Ram,13180.0,2,64,"2,32",5,6200,42,1.35
"64gb (dual) ddr5 6400 Patriot Venom, CL32 1.4v, pn: PVV564G640C32K",Ram,12999.0,3,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB black, CL32 1.4v, pn: F5-6400J3239G32GX2-RM5RK",Ram,15150.0,4,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB white, CL32 1.4v, pn: F5-6400J3239G32GX2-RM5RW",Ram,15150.0,4,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 RGB black, CL32 1.4v, pn: F5-6400J3239G32GX2-TZ5RK",Ram,15525.0,0,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 RGB white, CL32 1.4v, pn: F5-6400J3239G32GX2-TZ5RW",Ram,15525.0,1,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 Royal RGB silver, CL32 1.4v, pn: F5-6400J3239G32GX2-TR5S",Ram,17799.0,2,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 Corsair Dominator Platinum black, CL32 1.40v, pn: CMT64GX5M2B6400C32",Ram,18399.0,4,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6600 Corsair Dominator Platinum black, CL32 1.40v, pn: CMT64GX5M2B6600C32",Ram,18699.0,3,64,"2,32",5,6600,32,1.4
"96gb (dual) ddr5 6000 Patriot Elite 5 White, CL42 1.35v, pn: PVER596G60C42KW",Ram,19699.0,0,96,"2,48",5,6000,42,1.35
