item_name,category_name,item_price_in_php,stocks,total_capacity_gb,modules,ddr_gen,mhz,cl,voltage
"64gb (dual) ddr5 5600 G.Skill Ripjaws S5 black, CL46-45 1.1v, pn: F5-5600J4645A32GX2-RS5K",Ram,11499.0,3,64,"2,32",5,5600,46,1.1
"64gb (dual) ddr5 5600 G.Skill Ripjaws S5 white, CL46-45 1.1v, pn: F5-5600J4645A32GX2-RS5W",Ram,11499.0,1,64,"2,32",5,5600,46,1.1
"64gb (dual) ddr5 6000 Kingston Fury Beast white, CL36-38 1.35v, pn: KF560C36BWEK2-64",Ram,11999.0,1,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 Kingston Fury Beast white, CL30-36 1.40v, pn: KF560C30BWEK2-64",Ram,12999.0,1,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 Kingston Fury Renegade RGB white, CL32-38 1.35v, pn: KF560C32RWAK2-64",Ram,14299.0,2,64,"2,32",5,6000,32,1.35
"64gb (dual) ddr5 6000 Patriot Venom, CL36-36 1.35v, pn: PVV564G600C36K",Ram,11750.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-38 1.25v, pn: FF3D564G6000HC38ADC01",Ram,13999.0,4,64,"2,32",5,6000,38,1.25
"64gb (dual) ddr5 6000 Tforce Delta RGB white, CL38-38 1.25v, pn: FF4D564G6000HC38ADC01",Ram,13999.0,2,64,"2,32",5,6000,38,1.25
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB black, CL32-38 1.4v, pn: F5-6000J3238G32GX2-RM5RK",Ram,14650.0,1,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB white, CL32-38 1.4v, pn: F5-6000J3238G32GX2-RM5RW",Ram,14650.0,2,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 Neo RGB black, CL32-38 1.4v, pn: F5-6000J3238G32GX2-TZ5NR",Ram,15150.0,0,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL36-36 1.35v, pn: F5-6000J3636F32GX2-TZ5RW",Ram,14399.0,3,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL32-36 1.4v, pn: F5-6000J3238G32GX2-TZ5RK",Ram,15399.0,0,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL30-40 1.4v, pn: F5-6000J3040G32GX2-TZ5RK",Ram,15150.0,0,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB white, CL30-40 1.4v, pn: F5-6000J3040G32GX2-TZ5RW",Ram,15150.0,2,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 Corsair Dominator Platinum RGB black, CL40-40 1.35v, pn: CMT64GX5M2B6000C40",Ram,14799.0,0,64,"2,32",5,6000,40,1.35
"64gb (dual) ddr5 6200 Patriot Elite 5 White, CL42-46 1.35v, pn: PVER564G62C42KW",Ram,13180.0,2,64,"2,32",5,6200,42,1.35
"64gb (dual) ddr5 6400 Kingston Fury Beast, CL32-39 1.40v, pn: KF564C32BBK2-64",Ram,14950.0,3,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 Kingston Fury Beast RGB, CL32-39 1.40v, pn: KF564C32BBAK2-64",Ram,15599.0,1,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 Patriot Venom, CL32-40 1.4v, pn: PVV564G640C32K",Ram,12999.0,0,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB black, CL32-39 1.4v, pn: F5-6400J3239G32GX2-RM5RK",Ram,15150.0,3,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Ripjaws M5 RGB white, CL32-39 1.4v, pn: F5-6400J3239G32GX2-RM5RW",Ram,15150.0,2,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 RGB black, CL32-39 1.4v, pn: F5-6400J3239G32GX2-TZ5RK",Ram,15525.0,4,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 RGB white, CL32-39 1.4v, pn: F5-6400J3239G32GX2-TZ5RW",Ram,15525.0,2,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 G.Skill Trident Z5 Royal RGB silver, CL32-39 1.4v, pn: F5-6400J3239G32GX2-TR5S",Ram,17799.0,1,64,"2,32",5,6400,32,1.4
"96gb (dual) ddr5 6000 Patriot Elite 5 White, CL42-42 1.35v, pn: PVER596G60C42KW",Ram,19699.0,0,96,"2,48",5,6000,42,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL36-48 1.25v, pn: F5-6000J3648D16GX2-RM5NRK",Ram,6899.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo white, CL36-48 1.25v, pn: F5-6000J3648D16GX2-RM5NRW",Ram,6899.0,0,32,"2,16",5,6000,36,1.25
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F16GX2-RM5NRK",Ram,6799.0,3,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo white, CL36-36 1.35v, pn: F5-6000J3636F16GX2-RM5NRW",Ram,6799.0,4,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F16GX2-TZ5NR",Ram,8650.0,1,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL32-38 1.35v, pn: F5-6000J3238F16GX2-TZ5NR",Ram,8199.0,3,32,"2,16",5,6000,32,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL30-38 1.35v, pn: F5-6000J3038F16GX2-TZ5NR",Ram,8450.0,9,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo white, CL30-36 1.35v, pn: F5-6000J3036F16GX2-TZ5NRW",Ram,8999.0,1,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo black, CL32-39 1.4v, pn: F5-6400J3239G16GX2-TZ5NR",Ram,8999.0,4,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo white CL32-39 1.4v, pn: F5-6400J3239G16GX2-TZ5NRW",Ram,8999.0,2,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 7200 G.Skill Trident Z5 RGB Neo black, CL34-45 1.4v, pn: F5-7200J3445G16GX2-TZ5NR",Ram,9999.0,2,32,"2,16",5,7200,34,1.4
"32gb (dual) ddr5 7200 G.Skill Trident Z5 RGB Neo white, CL34-45 1.4v, pn: F5-7200J3445G16GX2-TZ5NRW",Ram,9999.0,3,32,"2,16",5,7200,34,1.4
"32gb (dual) ddr5 8000 G.Skill Trident Z5 RGB Neo black, CL38-48 1.45v, pn: F5-8000J3848H16GX2-TZ5NR",Ram,13599.0,0,32,"2,16",5,8000,38,1.45
"48gb (dual) ddr5 8000 G.Skill Trident Z5 RGB Neo black, CL40-48 1.4v, pn: F5-8000J4048G24GX2-TZ5NR",Ram,18599.0,0,48,"2,24",5,8000,40,1.4
"48gb (dual) ddr5 8000 G.Skill Trident Z5 RGB black, CL40-48 1.35v, pn: F5-8000J4048F24GX2-TZ5RK",Ram,17500.0,0,48,"2,24",5,8000,40,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL32-38 1.4v, pn: F5-6000J3238G32GX2-TZ5NR",Ram,15150.0,0,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL30-40 1.4v, pn: F5-6000J3040G32GX2-TZ5NR",Ram,15199.0,2,64,"2,32",5,6000,30,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo white, CL30-36 1.4v, pn: F5-6000J3036G32GX2-TZ5NRW",Ram,16699.0,2,64,"2,32",5,6000,30,1.4
"32gb (dual) ddr5 6000 Tforce Delta RGB black, CL30-36 1.35v, pn: FF3D532G6000HC30DC01",Ram,7999.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6400 Kingston Fury Beast white, CL32-39 1.4v, pn: KF564C32BWK2-32",Ram,7899.0,0,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6800 Kingston Fury Beast white, CL35-45 1.4v, pn: KF568C34BWK2-32",Ram,10500.0,0,32,"2,16",5,6800,35,1.4
"32gb (dual) ddr5 8000 G.Skill Trident Z5 RGB Neo white, CL38-48 1.45v, pn: F5-8000J3848H16GX2-TZ5NRW",Ram,13999.0,0,32,"2,16",5,8000,38,1.45
"32gb (dual) ddr5 6000 Tforce Xtreem aRGB white, CL30-36 1.35v, pn: FFAD532G6000HC30DC01",Ram,8199.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 G.Skill Flare X5 black, CL30-38 1.35v, pn: F5-6000J3038F16GX2-FX5",Ram,7299.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 7200 Tforce Xtreem aRGB white, CL34-42 1.4v, pn: FFAD532G7200HC34ADC01",Ram,9299.0,0,32,"2,16",5,7200,34,1.4
"64gb (dual) ddr5 6000 G.Skill Flare X5 black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-FX5",Ram,10999.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Flare X5 white, CL36-36 1.35v, pn: F5-6000J3636F32GX2-FX5W",Ram,10999.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Flare X5 black, CL30-40 1.35v, pn: F5-6000J3040G32GX2-FX5",Ram,13799.0,0,64,"2,32",5,6000,30,1.35
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-RM6NRK",Ram,11899.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo white, CL36-36 1.35v, pn: F5-6000J3636F32GX2-RM5NRW",Ram,11899.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-TZ5NRK",Ram,12399.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo white, CL36-36 1.35v, pn: F5-6000J3636F32GX2-TZ5NRW",Ram,12399.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-TZ5RK",Ram,12999.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Ripjaws S5 black, CL32-38 1.4v, pn: F5-6000J3238G32GX2-RS5K",Ram,13650.0,0,64,"2,32",5,6000,32,1.4
"64gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-RM5NRK",Ram,11899.0,0,64,"2,32",5,6000,36,1.35
"64gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL36-36 1.35v, pn: F5-6000J3636F32GX2-TZ5NR",Ram,12399.0,0,64,"2,32",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo gold, CL28-36 1.4v, pn: F5-6000J2836G16GX2-TR5NG",Ram,13299.0,0,32,"2,16",5,6000,28,1.4
"32gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo silver, CL28-36 1.4v, pn: F5-6000J2836G16GX2-TR5NS",Ram,10999.0,0,32,"2,16",5,6000,28,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Royal Neo gold, CL30-39 1.4v, pn: F5-6400J3039G16GX2-TR5NG",Ram,13199.0,0,32,"2,16",5,6400,30,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Royal Neo silver, CL30-39 1.4v, pn: F5-6400J3039G16GX2-TR5NS",Ram,12999.0,0,32,"2,16",5,6400,30,1.4
"32gb (dual) ddr5 8000 G.Skill Trident Z5 Royal Neo silver, CL38-48 1.45v, pn: F5-8000J3848H16GX2-TR5NS",Ram,13999.0,0,32,"2,16",5,8000,38,1.45
"48gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo gold, CL28-36 1.35v, pn: F5-6000J2836F24GX2-TR5NG",Ram,20999.0,0,48,"2,24",5,6000,28,1.35
"48gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo silver, CL28-36 1.35v, pn: F5-6000J2836F24GX2-TR5NS",Ram,18750.0,0,48,"2,24",5,6000,28,1.35
"48gb (dual) ddr5 8000 G.Skill Trident Z5 Royal Neo silver, CL40-48 1.4v, pn: F5-8000J4048G24GX2-TR5NS",Ram,17550.0,0,48,"2,24",5,8000,40,1.4
"64gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo silver, CL30-36 1.4v, pn: F5-6000J3036G32GX2-TR5NS",Ram,18999.0,0,64,"2,32",5,6000,30,1.4
"96gb (dual) ddr5 6000 G.Skill Trident Z5 Royal Neo silver, CL28-36 1.35v, pn: F5-6000J2836F48GX2-TR5NS",Ram,33999.0,0,96,"2,48",5,6000,28,1.35
"16gb ddr5 6000 Tforce Delta RGB black, CL38-46 1.25v, pn: FF3D516G6000HC38G01",Ram,3399.0,0,16,"1,16",5,6000,38,1.25
"16gb ddr5 6000 Tforce Delta RGB white, CL38-46 1.25v, pn: FF4D516G6000HC38G01",Ram,3399.0,0,16,"1,16",5,6000,38,1.25
"32gb (dual) ddr5 6000 Tforce T-Create Expert, black, CL30-36 1.35v, pn: CTCED532G6000HC30DC01",Ram,6799.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 Tforce T-Create Expert, white, CL30-36 1.35v, pn: CTCWD532G6000HC30DC01",Ram,6799.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 Tforce Xtreem aRGB black, CL30-36 1.35v, pn: FF9D532G6000HC30DC01",Ram,8199.0,0,32,"2,16",5,6000,30,1.35
"32gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-46 1.25v, pn: FF3D532G6000HC38AGC01",Ram,7599.0,0,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 6000 Tforce Delta RGB white, CL38-46 1.25v, pn: FF4D532G6000HC38AGC01",Ram,7599.0,0,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 7200 Tforce Xtreem aRGB black, CL34-42 1.4v, pn: FF9D532G7200HC34ADC01",Ram,9299.0,0,32,"2,16",5,7200,34,1.4
"64gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-46 1.35v, pn: FF3D564G6000HC38GDC01",Ram,12799.0,0,64,"2,32",5,6000,38,1.35
"64gb (dual) ddr5 6000 Tforce Delta RGB white, CL38-46 1.35v, pn: FF4D564G6000HC38GDC01",Ram,12799.0,0,64,"2,32",5,6000,38,1.35
"32gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-46 1.25v, pn: FF3D532G6000HC38GDC01",Ram,7599.0,0,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 6000 Tforce Delta RGB white, CL38-46 1.25v, pn: FF4D532G6000HC38GDC01",Ram,7599.0,0,32,"2,16",5,6000,38,1.25
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo black, CL30-39 1.4v, pn: F5-6400J3039G16GX2-TZ5NR",Ram,8699.0,0,32,"2,16",5,6400,30,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo white, CL30-39 1.4v, pn: F5-6400J3039G16GX2-TZ5NRW",Ram,8699.0,0,32,"2,16",5,6400,30,1.4
"32gb (dual) ddr5 6400 G.Skill Trident Z5 Royal RGB gold, CL30-39 1.4v, pn: F5-6400J3039G16GX2-TR5G",Ram,11599.0,0,32,"2,16",5,6400,30,1.4
"32gb (dual) ddr5 7200 G.Skill Trident Z5 Royal RGB gold, CL34-45 1.4v, pn: F5-7200J3445G16GX2-TR5G",Ram,11799.0,0,32,"2,16",5,7200,34,1.4
"32gb (dual) ddr5 7200 G.Skill Trident Z5 Royal RGB silver, CL34-45 1.4v, pn: F5-7200J3445G16GX2-TR5S",Ram,10500.0,0,32,"2,16",5,7200,34,1.4
"48gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL30-36 1.35v, pn: F5-6000J3036F24GX2-RM5NRK",Ram,11199.0,0,48,"2,24",5,6000,30,1.35
"48gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo white, CL30-36 1.35v, pn: F5-6000J3036F24GX2-RM5NRW",Ram,11199.0,0,48,"2,24",5,6000,30,1.35
"48gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL28-36 1.35v, pn: F5-6000J2836F24GX2-TZ5NR",Ram,17799.0,0,48,"2,24",5,6000,28,1.35
"48gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo white, CL28-36 1.35v, pn: F5-6000J2836F24GX2-TZ5NRW",Ram,17799.0,0,48,"2,24",5,6000,28,1.35
"96gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL28-36 1.35v, pn: F5-6000J2836F48GX2-TZ5NR",Ram,32999.0,0,96,"2,48",5,6000,28,1.35
"8gb ddr5 6000 Kingston Fury Beast RGB black, CL30-36 1.4v, pn: KF560C30BBEA-8",Ram,2499.0,0,8,"1,8",5,6000,30,1.4
"16gb ddr5 6000 Kingston Fury Beast black, CL36-44 1.35v, pn: KF560C36BBE2-16",Ram,3650.0,0,16,"1,16",5,6000,36,1.35
"16gb ddr5 6000 Kingston Fury Beast RGB black, CL30-36 1.4v, pn: KF560C30BBEA-16",Ram,4150.0,0,16,"1,16",5,6000,30,1.4
"8gb ddr4 3200 Dahua C300, CL22 1.2v, pn: DHI-DDR-C300U8G32",Ram,899.0,0,8,"1,8",4,3200,22,1.2
"16gb ddr5 6000 G.Skill Aegis, CL36-36 1.35v, pn: F5-6000J3636F16GX1-IS",Ram,2899.0,0,16,"1,16",5,6000,36,1.35
"32gb ddr5 6000 Tforce Delta RGB black, CL38-46 1.35v, pn: FF3D532G6000HC38G01",Ram,6499.0,0,32,"1,32",5,6000,38,1.35
"32gb ddr5 6000 Tforce Delta RGB white, CL38-46 1.35v, pn: FF4D532G6000HC38G01",Ram,6499.0,0,32,"1,32",5,6000,38,1.35
"32gb ddr5 6000 G.Skill Aegis, CL36-36 1.35v, pn: F5-6000J3636F32GX1-IS",Ram,5299.0,0,32,"1,32",5,6000,36,1.35
"16gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-38 1.25v, pn: FF3D516G6000HC38ADC01",Ram,3999.0,0,16,"2,8",5,6000,38,1.25
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL28-36 1.4v, pn: F5-6000J2836G16GX2-TZ5NR",Ram,9250.0,0,32,"2,16",5,6000,28,1.4
"32gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo white, CL28-36 1.4v, pn: F5-6000J2836G16GX2-TZ5NRW",Ram,9250.0,0,32,"2,16",5,6000,28,1.4
"32gb (dual) ddr5 7600 Tforce Delta RGB black, CL36-46 1.4v, pn: FF3D532G7600HC36DDC01",Ram,9750.0,0,32,"2,16",5,7600,36,1.4
"32gb (dual) ddr5 7600 Tforce Delta RGB white, CL36-46 1.4v, pn: FF4D532G7600HC36DDC01",Ram,9750.0,0,32,"2,16",5,7600,36,1.4
"32gb (dual) ddr5 8000 Tforce Delta RGB black, CL38-48 1.45v, pn: FF3D532G8000HC38DDC01",Ram,11550.0,0,32,"2,16",5,8000,38,1.45
"32gb (dual) ddr5 8000 Tforce Delta RGB white, CL38-48 1.45v, pn: FF4D532G8000HC38DDC01",Ram,11550.0,0,32,"2,16",5,8000,38,1.45
"48gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo black, CL32-39 1.35v, pn: F5-6400J3239F24GX2-TZ5NR",Ram,10950.0,0,48,"2,24",5,6400,32,1.35
"48gb (dual) ddr5 6400 G.Skill Trident Z5 RGB Neo white, CL32-39 1.35v, pn: F5-6400J3239F24GX2-TZ5NRW",Ram,10950.0,0,48,"2,24",5,6400,32,1.35
"48gb (dual) ddr5 8000 Tforce Delta RGB black, CL38-49 1.4v, pn: FF3D548G8000HC38EDC01",Ram,15699.0,0,48,"2,24",5,8000,38,1.4
"48gb (dual) ddr5 8000 G.Skill Trident Z5 Royal RGB silver, CL40-48 1.35v, pn: F5-8000J4048F24GX2-TR5S",Ram,16500.0,0,48,"2,24",5,8000,40,1.35
"48gb (dual) ddr5 6000 G.Skill Trident Z5 RGB Neo black, CL40-48 1.35v, pn: F5-6000J4048F24GX2-TZ5NR",Ram,9599.0,0,48,"2,24",5,6000,40,1.35
"16gb sodimm ddr5 5600 Kingston CL46 1.1v, pn: KVR56S46BS8-16",Ram,2880.0,0,16,"1,16",5,5600,46,1.1
"32gb sodimm ddr5 5600 Kingston CL46 1.1v, pn: KVR56S46BD8-32",Ram,5350.0,0,32,"1,32",5,5600,46,1.1
"48gb (dual) ddr5 6400 Tforce Delta RGB black, CL32-39 1.35v, pn: FF3D548G6400HC32ADC01",Ram,10599.0,0,48,"2,24",5,6400,32,1.35
"48gb (dual) ddr5 6400 Tforce Delta RGB white, CL32-39 1.35v, pn: FF4D548G6400HC32ADC01",Ram,10599.0,0,48,"2,24",5,6400,32,1.35
"32gb (dual) ddr5 6400 Kingston Fury Beast RGB black, CL32-39 1.4v, pn: KF564C32BBEAK2-32",Ram,9899.0,0,32,"2,16",5,6400,32,1.4
"32gb (dual) ddr5 6400 Kingston Fury Beast RGB white, CL32-39 1.4v, pn: KF564C32BWEAK2-32",Ram,9899.0,0,32,"2,16",5,6400,32,1.4
"64gb (dual) ddr5 6400 Kingston Fury Beast RGB black, CL32-39 1.40v, pn: KF564C32BBAK2-64",Ram,16799.0,1,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 Kingston Fury Beast RGB white, CL32-39 1.4v, pn: KF564C32BWEAK2-64",Ram,15099.0,0,64,"2,32",5,6400,32,1.4
"32gb (dual) ddr5 6000 Tforce Delta RGB black, CL38-46 1.35v, pn: FF3D532G6000HC38JDC01",Ram,6499.0,0,32,"2,16",5,6000,38,1.35
"64gb (dual) ddr5 6400 Kingston Fury Beast, CL32-39 1.4v, pn: KF564C32BBK2-64",Ram,15399.0,3,64,"2,32",5,6400,32,1.4
"64gb (dual) ddr5 6400 Kingston Fury Beast RGB black, CL32-39 1.4v, pn: KF564C32BBAK2-64",Ram,16699.0,1,64,"2,32",5,6400,32,1.4
"8gb ddr5 5600 Kingston Fury Beast black, CL36-36 1.25v, pn: KF556C36BBE-8",Ram,1850.0,0,8,"1,8",5,5600,36,1.25
"8gb ddr5 6000 Kingston Fury Beast black, CL30-36 1.4v, pn: KF560C30BBE-8",Ram,2299.0,0,8,"1,8",5,6000,30,1.4
"16gb ddr5 6000 Kingston Fury Beast RGB black, CL36-44 1.35v, pn: KF560C36BBE2A-16",Ram,4299.0,0,16,"1,16",5,6000,36,1.35
"16gb (dual) ddr5 6000 Kingston Fury Beast, CL30-36 1.4v, pn: KF560C30BBK2-16",Ram,4480.0,0,16,"2,8",5,6000,30,1.4
"16gb (dual) ddr5 6000 Kingston Fury Beast RGB, CL30-36 1.4v, pn: KF560C30BBEAK2-16",Ram,4199.0,0,16,"2,8",5,6000,30,1.4
"8gb sodimm ddr5 3200 Transcend C22 1.2v, pn: JM3200HSG-8G",Ram,1199.0,0,8,"1,8",5,3200,,1.2
"16gb sodimm ddr5 3200 Transcend C22 1.2v, pn: JM3200HSE-16G",Ram,2080.0,0,16,"1,16",5,3200,,1.2
"8gb sodimm ddr5 5600 Transcend CL46 1.1v, pn: JM5600ASG-8G",Ram,1699.0,0,8,"1,8",5,5600,46,1.1
"16gb sodimm ddr5 5600 Transcend CL46 1.1v, pn: JM5600ASE-16G",Ram,2999.0,0,16,"1,16",5,5600,46,1.1
"8gb sodimm ddr4 3200 Transcend C22 1.2v, pn: JM3200HSG-8G",Ram,1199.0,0,8,"1,8",4,3200,,1.2
"16gb sodimm ddr4 3200 Transcend C22 1.2v, pn: JM3200HSE-16G",Ram,2080.0,0,16,"1,16",4,3200,,1.2
"96gb (dual) ddr5 6000 G.Skill Trident Z5 RGB black, CL30-36 1.35v, pn: F5-6000J3036F48GX2-TZ5RK",Ram,25550.0,0,96,"2,48",5,6000,30,1.35
"8gb ddr4 3200 Kingston, CL22 1.2v, pn: KVR32N22S6/8",Ram,1920.0,0,8,"1,8",4,3200,22,1.2
"16gb ddr4 3200 Kingston, CL22 1.2v, pn: KVR32N22S8/16",Ram,3499.0,0,16,"1,16",4,3200,22,1.2
"16gb ddr4 3200 G.Skill Ripjaws V black, CL16 1.35v, pn: F4-3200C16S-16GVK",Ram,2799.0,0,16,"1,16",4,3200,16,1.35
"16gb (dual) ddr4 3200 G.Skill Trident Z Neo, CL16 1.35v, pn: F4-3200C16D-16GTZN",Ram,4399.0,0,16,"2,8",4,3200,16,1.35
"16gb (dual) ddr4 3200 G.Skill Trident Z RGB black, CL16 1.35v, pn: F4-3200C16D-16GTZR",Ram,4099.0,0,16,"2,8",4,3200,16,1.35
"32gb (dual) ddr4 3600 G.Skill Trident Z RGB black, CL18 1.35v, pn: F4-3600C18D-32GTZR",Ram,7599.0,0,32,"2,16",4,3600,18,1.35
"32gb (dual) ddr5 6000 G.Skill Flare X5 black, CL36-36 1.35v, pn: F5-6000J3636F16GX2-FX5",Ram,7650.0,0,32,"2,16",5,6000,36,1.35
"32gb (dual) ddr5 6000 G.Skill Ripjaws M5 RGB Neo black, CL28-36 1.40v, pn: F5-6000J2836G32GX2-RM5NRK",Ram,16999.0,0,32,"2,16",5,6000,28,1.4
"32gb (dual) ddr5 6000 Patriot Xtreme 5 RGB MPOWER, CL30-40 1.35v, pn: PVXR532G60C30KM",Ram,6999.0,0,32,"2,16",5,6000,30,1.35
